,dividends,original_filing_date,period_end_date,period_end_price,shares_eop,assets_to_equity,assets_to_equity_median,book_value,book_value_per_share,cash_and_equiv_growth,cf_cfo_cagr_10,debt_to_equity,debt_to_equity_median,deposits_cagr_10,deposits_growth,dividends_per_share_cagr_10,dividends_per_share_growth,earning_assets,earning_assets_cagr_10,earning_assets_growth,earning_assets_to_equity,earning_assets_to_equity_median,ebitda,ebitda_growth,ebitda_margin,ebitda_per_share,enterprise_value,enterprise_value_to_book,enterprise_value_to_earnings,enterprise_value_to_fcf,enterprise_value_to_sales,enterprise_value_to_tangible_book,eps_diluted_cagr_10,eps_diluted_growth,equity_to_assets,equity_to_assets_median,fcf,fcf_cagr_10,fcf_growth,fcf_margin,fcf_per_share,income_tax_rate,loan_loss_reserve_to_loans,loan_loss_reserve_to_loans_median,loans_gross_cagr_10,loans_gross_growth,loans_net_growth,loans_to_deposits,loans_to_deposits_median,market_cap,net_debt,net_income_growth,net_income_margin,net_interest_income_cagr_10,net_interest_income_growth,net_interest_margin,nim_median,payout_ratio,peg_ratio,pretax_income_growth,pretax_income_per_share,pretax_margin,pretax_margin_median,price_to_book,price_to_earnings,price_to_fcf,price_to_sales,price_to_tangible_book,revenue_cagr_10,revenue_growth,revenue_per_share,roa,roa_median,roce,roe,roe_median,roic,roic_5yr_avg,roic_legacy,roic_median,shares_diluted_growth,shares_eop_change,shares_eop_growth,tangible_book_per_share,tangible_book_value,total_assets_cagr_10,total_assets_growth,total_equity_cagr_10,total_equity_growth,fiscal_quarter_key,fiscal_quarter_number
69,0.85,2019-08-05,2019-06,204.6,360540000,10.3958,10.6188,79689000000,210.8174,-0.3068,0.0935,3.2043,3.2399,0.0297,0.0842,0.0271,0.0625,552840000000,0.0168,-0.0027,6.0823,5.9912,3526000000,-0.0235,0.3726,9.328,216779484000,2.7203,22.2703,-7.2365,6.1641,2.8684,0.0135,-0.0284,0.0961,0.0941,7810000000,0.1089,0.0627,0.8254,20.6613,0.2257,0.0142,0.0119,0.054,0.1336,0.1307,0.5108,0.485,73766484000,200157000000,-0.0561,0.2558,0.1229,0.0688,0.0075,0.0065,0.1462,5.6062,-0.0454,8.2724,0.3305,0.3371,0.9256,7.5782,-2.4624,2.0975,0.976,0.0125,-0.0181,25.0291,0.0104,0.0093,0.0212,0.1074,0.0981,0.0254,0.02676936111714,0.0332,0.024,-0.0371,-6232000.0,-0.0169,199.9338,75575000000,0.0094,-0.0244,0.0045,0.0495,FY2019.FQ2,2
70,1.25,2019-11-01,2019-09,207.23,357509000,10.9477,10.8632,80809000000,215.8936,-0.2084,0.0,3.1334,3.2399,0.0362,0.2058,0.0675,0.4705,612004000000,0.0239,0.119,6.6513,6.037,2889000000,-0.149,0.3471,7.7184,211098590070,2.6123,23.2308,-14.6953,6.0886,2.7804,-0.0072,-0.2372,0.0913,0.092,8621000000,0.0,2.2368,1.0358,23.0323,0.223,0.0151,0.0123,0.0552,0.1321,0.1292,0.477,0.485,74086590070,194222000000,-0.2563,0.2255,0.0692,0.1775,0.0073,0.0066,0.2609,-11.2916,-0.215,6.4547,0.2902,0.3371,0.9168,8.153,-5.1574,2.1368,0.9758,0.0036,-0.0563,22.2361,0.0093,0.0093,0.0197,0.0993,0.0986,0.0238,0.02676936111714,0.0314,0.0237,-0.0414,-3031000.0,-0.0084,202.8399,75923000000,0.0119,0.0523,0.0057,0.0605,FY2019.FQ3,3
71,1.25,2020-02-21,2019-12,229.93,347343000,11.0005,10.9741,79062000000,215.1932,0.0229,0.0,3.069,3.2399,0.0423,0.2006,0.0524,0.0,617623000000,0.0227,0.207,6.8423,6.1928,2785000000,-0.0972,0.2803,7.5802,167732575990,2.1215,19.8124,7.6045,4.5921,2.2597,0.0173,-0.2235,0.0909,0.0911,49856000000,0.0,2.7111,5.0182,135.6995,0.174,0.013,0.0123,0.0727,0.1156,0.1131,0.5807,0.4983,79864575990,143479000000,-0.2446,0.1929,0.0305,0.0746,0.007,0.0068,0.2665,5.4466,-0.1429,6.3173,0.2336,0.3371,1.0101,9.4335,3.6208,2.1865,1.0759,0.0233,0.2295,27.0413,0.0084,0.0088,0.0188,0.0928,0.0959,0.0226,0.02676936111714,0.0325,0.0231,-0.0429,-10166000.0,-0.0284,202.0277,74225000000,0.0091,0.0656,0.004,0.0008,FY2019.FQ4,4
72,1.25,2020-05-01,2020-03,154.59,343857000,11.7965,11.0164,81176000000,224.8019,0.2003,0.0,3.2703,3.2528,0.0518,0.3403,0.0524,0.0,606121000000,0.0169,0.1207,6.5612,6.3213,1785000000,-0.4217,0.2041,4.9432,188532853630,2.3225,25.3813,17.4405,5.1708,2.4688,-0.0467,-0.4553,0.0847,0.0907,-55477000000,0.0,-0.2542,-6.346,-153.6333,0.1001,0.0218,0.0128,0.0775,0.5669,0.5537,0.5969,0.5093,53156853630,196620000000,-0.4611,0.1387,0.0604,0.0779,0.0072,0.0071,0.4019,-1.5306,-0.5042,3.733,0.1541,0.3328,0.6548,7.1562,4.9173,1.4579,0.696,0.0048,-0.0073,24.2093,0.0071,0.0077,0.0157,0.0813,0.0871,0.0195,0.02676936111714,0.0284,0.021,-0.0557,-3486000.0,-0.01,211.4815,76366000000,0.0159,0.1776,0.0068,0.0233,FY2020.FQ1,1
73,1.25,2020-08-07,2020-06,197.62,343935000,12.6795,11.0164,78826000000,221.608,0.4556,0.0,3.2779,3.2528,0.0683,0.6141,0.0524,0.0,664277000000,0.0303,0.2015,7.3784,6.3703,1790000000,-0.4923,0.1346,5.0323,173918434700,2.2063,32.3268,-18.727,4.3161,2.3491,0.0,-0.9087,0.0788,0.0907,-12287000000,0.0,-2.5732,-0.9241,-34.5431,0.711,0.0322,0.0132,0.0613,0.4237,0.3978,0.4505,0.5093,67968434700,162514000000,-0.8459,0.028,0.005,-0.1185,0.0068,0.0071,2.3584,0.0,-0.5871,3.6294,0.0971,0.3196,0.8622,12.6335,-7.3186,1.6867,0.918,0.0459,0.4052,37.377,0.0048,0.0077,0.0116,0.0589,0.0871,0.0138,0.02676936111714,0.0198,0.021,-0.0589,78000.0,0.0002,208.136,74034000000,0.0221,0.208,0.009,-0.0094,FY2020.FQ2,2
74,1.25,2020-11-02,2020-09,200.97,344071000,12.2186,11.0164,81447000000,226.3045,0.6281,0.0,3.1215,3.2198,0.0563,0.4298,0.0524,0.0,693123000000,0.0272,0.1325,7.481,6.4812,4767000000,0.65,0.4421,13.2453,145403948870,1.7852,21.165,8.823,3.401,1.9011,0.0259,0.8747,0.0818,0.0907,34388000000,0.0,2.9888,3.1896,95.5487,0.2167,0.0321,0.0138,0.0477,0.3258,0.3029,0.4423,0.5093,69147948870,136012000000,0.7938,0.3123,0.0167,0.0753,0.0064,0.0071,0.1391,3.8776,0.7793,11.9449,0.3987,0.3196,0.8489,10.0652,4.1958,1.6173,0.9041,0.0067,0.2953,29.9555,0.006,0.0077,0.0142,0.0752,0.0871,0.0179,0.02676936111714,0.0285,0.021,-0.0384,136000.0,0.0003,212.509,76482000000,0.0152,0.1238,0.0103,0.0069,FY2020.FQ3,3
75,1.25,2021-02-22,2020-12,263.71,344089000,12.1234,11.0164,84729000000,234.5764,0.1669,0.0268,3.0687,3.1882,0.0541,0.368,0.0456,0.0,687959000000,0.0218,0.1138,7.1713,6.6062,6039000000,1.1684,0.5143,16.7192,163198710190,1.9261,17.2532,-7.4608,3.6625,2.0459,0.0728,1.5756,0.0824,0.0907,11502000000,0.0458,-0.7692,0.9796,31.8438,0.1867,0.0322,0.0147,0.0481,0.0873,0.0662,0.4615,0.5093,90739710190,138547000000,1.3505,0.3837,0.0347,0.3239,0.0068,0.0071,0.1034,1.3169,1.3873,15.3405,0.4719,0.3196,1.0709,9.5929,-4.1482,2.0363,1.1375,0.0199,0.1817,32.5055,0.0082,0.0083,0.0192,0.1003,0.0961,0.0244,0.02676936111714,0.0408,0.0232,-0.0168,18000.0,0.0001,220.8388,79767000000,0.0184,0.1712,0.0102,0.0627,FY2020.FQ4,4
76,1.25,2021-05-04,2021-03,327.0,340018000,13.3267,11.3985,88461000000,245.1122,0.812,0.0,3.1484,3.1603,0.0655,0.3001,0.0456,0.0,708235000000,0.0261,0.1684,7.2517,6.7468,8835000000,3.9495,0.499,24.4804,153847886000,1.7391,10.2007,5.6354,2.8745,1.8412,0.1146,4.9807,0.075,0.0878,-6303000000,0.0,0.8863,-0.356,-17.4646,0.18,0.0281,0.0184,0.0494,-0.0498,-0.0559,0.4362,0.4938,111185886000,116339000000,4.6356,0.3861,0.0564,0.1287,0.007,0.0071,0.0672,0.6427,5.1847,23.1005,0.4709,0.3196,1.2568,7.372,4.0727,2.0774,1.3307,0.0721,1.0251,49.0551,0.0122,0.0088,0.029,0.1558,0.0998,0.0379,0.02676936111714,0.0672,0.0241,-0.0005,-4071000.0,-0.0118,231.5156,83554000000,0.0312,0.1943,0.0119,0.0572,FY2021.FQ1,1
77,1.25,2021-08-04,2021-06,379.53,337276000,13.6217,11.96,92687000000,260.3567,0.8121,0.0369,3.2446,3.1764,0.0682,0.14,0.0456,0.0,773943000000,0.0422,0.165,7.5958,7.0068,7360000000,3.1117,0.4782,20.6741,141123360280,1.5225,6.988,2.382,2.5375,1.6067,0.0953,27.3396,0.0734,0.0836,19657000000,0.0387,2.5998,1.2774,55.2162,0.1979,0.0244,0.0231,0.0306,0.1058,0.1148,0.437,0.4693,128006360280,90305000000,13.7077,0.3565,0.0509,0.7256,0.0075,0.0071,0.0832,0.6645,4.2982,19.2134,0.4445,0.3196,1.381,6.3385,2.1606,2.3016,1.4574,0.0665,0.1574,43.2247,0.015,0.0088,0.0349,0.2024,0.0998,0.0482,0.02676936111714,0.0994,0.0241,0.0008,-2742000.0,-0.008,246.7191,87832000000,0.0406,0.2158,0.0122,0.1317,FY2021.FQ2,2
78,2.0,2021-11-01,2021-09,378.03,334793000,13.5773,12.171,96344000000,272.235,0.3826,0.0,2.9515,3.1409,0.0733,0.2748,0.0959,0.6,766375000000,0.0354,0.1056,7.2097,7.1905,7351000000,0.542,0.5401,20.7714,169379797790,1.758,7.6276,-13.119,2.8983,1.8507,0.1008,0.6625,0.0736,0.0821,-37767000000,0.0,-2.0982,-2.7753,-106.7165,0.2139,0.0226,0.0235,0.0577,0.2717,0.2841,0.4412,0.456,126561797790,101908000000,0.5972,0.3952,0.0253,0.4428,0.0079,0.0071,0.1339,0.5649,0.5915,19.3331,0.5027,0.3646,1.3136,5.6994,-9.8026,2.1656,1.3828,0.0444,0.2622,38.4515,0.0156,0.0088,0.0369,0.2133,0.0998,0.052,0.02676936111714,0.1109,0.0241,-0.0166,-2483000.0,-0.0073,258.6069,91521000000,0.0454,0.2748,0.0164,0.1472,FY2021.FQ3,3
79,2.0,2022-02-25,2021-12,382.55,333573000,13.3179,12.449,99223000000,281.4836,0.675,0.1337,2.9281,3.1275,0.0815,0.401,0.0893,0.0,823253000000,0.0406,0.1966,7.4891,7.2307,5513000000,-0.0871,0.4361,15.6397,132326351150,1.3336,6.1163,23.7825,2.23,1.3999,0.064,-0.1051,0.075,0.0803,29977000000,0.1439,1.6062,2.3717,85.0411,0.2169,0.022,0.0235,0.0667,0.3512,0.3655,0.4451,0.4478,127608351150,60843000000,-0.1267,0.3113,0.0529,0.273,0.0081,0.0071,0.185,0.9207,-0.0931,14.2553,0.3975,0.3981,1.286,5.8982,22.9346,2.1504,1.35,0.0293,0.0764,35.8553,0.0148,0.0088,0.0349,0.2001,0.0998,0.0507,0.02676936111714,0.1141,0.0241,-0.024,-1220000.0,-0.0036,268.1418,94520000000,0.0447,0.2587,0.0191,0.1458,FY2021.FQ4,4
80,2.0,2022-05-02,2022-03,330.1,343396000,13.7925,12.9987,104536000000,293.7229,0.4342,0.0,2.9265,3.0952,0.0778,0.3523,0.0481,0.0,844682000000,0.0327,0.1926,7.3298,7.2907,5148000000,-0.4173,0.398,14.4647,108717019600,1.0399,5.8019,-13.2711,1.9923,1.1087,0.0842,-0.4215,0.0725,0.0769,-20059000000,0.0,-2.1824,-1.5509,-56.3613,0.1539,0.024,0.0242,0.0688,0.3592,0.3649,0.4384,0.4437,113355019600,63087000000,-0.4237,0.3045,0.0612,0.2327,0.0081,0.0071,0.1858,0.7176,-0.4415,13.0823,0.36,0.3981,1.0843,6.0494,-13.8372,2.0773,1.156,0.045,-0.2694,36.3388,0.0122,0.0103,0.0285,0.1664,0.128,0.0423,0.02676936111714,0.1073,0.0312,-0.0138,9823000.0,0.0294,275.5127,98055000000,0.0466,0.2211,0.0227,0.1799,FY2022.FQ1,1
81,2.0,2022-08-04,2022-06,297.02,341963000,13.5845,13.3223,107168000000,297.276,0.201,-0.0092,2.7775,3.0951,0.0749,0.2782,0.0481,0.0,878710000000,0.0358,0.1353,7.4548,7.3541,4114000000,-0.441,0.3467,11.4119,74089850260,0.6913,4.5793,4.3569,1.4514,0.7486,0.0512,-0.4853,0.0736,0.075,44854000000,-0.0105,1.2818,3.7806,124.4216,0.174,0.0252,0.0248,0.0504,0.3489,0.3478,0.4612,0.4437,101569850260,38784000000,-0.4664,0.2467,0.0499,0.0644,0.008,0.0074,0.2587,1.2252,-0.4818,9.8307,0.2987,0.3981,0.9477,6.2778,5.9729,1.9898,1.0263,0.0179,-0.229,32.9098,0.0101,0.0111,0.0239,0.1388,0.1473,0.036,0.02676936111714,0.0965,0.0369,0.0126,-1433000.0,-0.0041,274.502,98958000000,0.0489,0.1536,0.027,0.1568,FY2022.FQ2,2
82,2.5,2022-11-03,2022-09,293.05,339103000,13.0437,13.3223,108587000000,302.3023,0.3418,0.0,2.5942,3.0101,0.0602,0.1852,0.0717,0.25,895749000000,0.0398,0.1688,7.509,7.4166,4422000000,-0.3984,0.3692,12.3106,64821134150,0.5969,4.6734,0.9243,1.3118,0.646,0.1024,-0.4474,0.0766,0.075,15353000000,0.0,1.4065,1.282,42.7422,0.1829,0.0266,0.0259,0.0328,0.2351,0.23,0.4598,0.4437,99374134150,25216000000,-0.4293,0.2562,0.0452,0.3062,0.0083,0.0077,0.303,0.6991,-0.451,10.4565,0.3136,0.3981,0.9151,7.1646,1.417,2.0111,0.9904,0.0319,-0.12,33.3379,0.0087,0.0111,0.0204,0.1169,0.1473,0.0317,0.02676936111714,0.0921,0.0369,0.0149,-2860000.0,-0.0083,279.3318,100336000000,0.0362,0.0781,0.0258,0.1222,FY2022.FQ3,3
83,2.5,2023-02-24,2022-12,343.38,334919000,12.3031,13.3223,106486000000,298.6146,-0.0735,0.0,2.7664,2.9398,0.0371,0.0616,0.0717,0.0,798349000000,0.0185,-0.0302,6.8124,7.3923,2257000000,-0.5906,0.213,6.3292,129578486220,1.2168,11.5068,16.903,2.7357,1.3208,0.2013,-0.6928,0.0812,0.075,-32482000000,0.0,-2.0835,-3.0663,-91.088,0.1333,0.0299,0.0259,0.0432,0.1399,0.1306,0.478,0.4437,115004486220,82374000000,-0.663,0.1251,0.0818,0.1554,0.009,0.0079,0.753,0.507,-0.6955,4.2905,0.1444,0.3981,1.0799,10.2126,15.0018,2.428,1.1722,-0.0224,-0.1618,29.7055,0.0075,0.0111,0.0163,0.0952,0.1473,0.0258,0.02676936111714,0.0654,0.0369,0.0116,-4184000.0,-0.0123,275.1065,98103000000,0.0236,-0.0151,0.0267,0.066,FY2022.FQ4,4
84,2.5,2023-05-04,2023-03,327.11,332884000,13.0913,13.3223,106806000000,304.0307,-0.1635,-0.1229,2.7745,2.9273,0.0369,-0.0291,0.0717,0.0,900758000000,0.0265,0.0663,7.6654,7.3923,4963000000,-0.0359,0.406,14.1275,129517685240,1.2126,12.2695,3.5053,2.776,1.3162,-0.0021,-0.183,0.0763,0.075,9224000000,-0.1232,1.4598,0.7545,26.2567,0.19,0.0274,0.0259,0.0471,0.0796,0.0758,0.4875,0.4524,108889685240,96710000000,-0.1789,0.2645,0.0509,-0.0251,0.0089,0.008,0.2844,-48.2879,-0.1423,11.3663,0.3266,0.3787,1.0195,10.3154,2.947,2.3338,1.1065,0.0126,-0.0548,34.7964,0.007,0.0111,0.0155,0.0899,0.1473,0.0238,0.02676936111714,0.051,0.0369,-0.0129,-2035000.0,-0.006,280.1081,98402000000,0.0311,-0.0321,0.024,0.0196,FY2023.FQ1,1
85,2.5,2023-08-03,2023-06,322.54,330812000,13.4891,13.4079,105790000000,304.6947,-0.0612,0.1102,2.7162,2.852,0.0437,0.0192,0.0717,0.0,942410000000,0.0319,0.0724,8.0898,7.472,3330000000,-0.1905,0.3056,9.591,74797102480,0.707,8.4564,3.1727,1.6371,0.7638,-0.1277,-0.6015,0.0741,0.0745,31480000000,0.1059,-0.2981,2.8893,90.6682,0.2995,0.0285,0.0259,0.0433,0.0158,0.0124,0.4597,0.4524,106700102480,45494000000,-0.5845,0.1116,0.0179,-0.0288,0.0082,0.0081,0.8116,-0.9444,-0.5101,5.0,0.1593,0.3433,1.0086,12.0633,4.5259,2.3354,1.0895,-0.0074,-0.0816,31.3796,0.0056,0.0111,0.0133,0.0755,0.1473,0.0201,0.02676936111714,0.047,0.0369,-0.0368,-2072000.0,-0.0062,282.0478,97927000000,0.0305,-0.0186,0.0196,-0.0116,FY2023.FQ2,2
86,2.75,2023-11-03,2023-09,323.57,326605000,13.4481,13.4686,106074000000,308.4443,-0.1561,0.0,2.6516,2.776,0.0348,0.0208,0.082,0.1,966846000000,0.0316,0.0793,8.2441,7.499,4268000000,-0.0348,0.3611,12.4105,98092579850,0.9247,12.5213,-5.6602,2.1545,0.9926,-0.1151,-0.3369,0.0743,0.0742,-25552000000,0.0,-2.6643,-2.1623,-74.3006,0.2532,0.0267,0.0259,0.0391,0.009,0.0089,0.4545,0.4571,105679579850,71104000000,-0.3294,0.1741,0.0043,-0.2427,0.0074,0.0081,0.5027,-1.171,-0.2662,8.0139,0.2332,0.3201,0.9962,13.4898,-6.098,2.3211,1.0694,-0.0396,-0.0131,34.3617,0.0049,0.0094,0.012,0.067,0.1278,0.0181,0.02676936111714,0.0447,0.0338,-0.0425,-4207000.0,-0.0127,287.3509,98820000000,0.0193,0.0135,0.0184,-0.0168,FY2023.FQ3,3
87,2.75,2024-02-23,2023-12,385.77,323376000,14.0421,13.4686,105702000000,309.9765,-0.001,0.0,2.8505,2.776,0.0341,0.1079,0.082,0.0,1002452000000,0.0262,0.2556,8.5749,7.499,3034000000,0.3442,0.268,8.8973,133270759520,1.2608,15.6494,-11.4641,2.8812,1.3515,-0.0959,0.6506,0.0712,0.0742,-26777000000,0.0,0.1756,-2.3658,-78.5249,0.1091,0.0268,0.0267,0.0348,0.0193,0.0227,0.4397,0.4571,124748759520,91671000000,0.5143,0.1774,-0.0194,-0.3543,0.0064,0.0081,0.5018,-1.5273,0.4732,6.6099,0.1991,0.3061,1.1801,14.6487,-10.731,2.697,1.265,-0.0302,0.0684,33.1906,0.0052,0.0081,0.0125,0.0727,0.1061,0.0193,0.02676936111714,0.0429,0.0288,-0.0437,-3229000.0,-0.0098,289.1759,98609000000,0.0169,0.1385,0.0138,-0.0024,FY2023.FQ4,4
88,2.75,2024-05-03,2024-03,417.69,324014000,14.3272,13.4686,107343000000,316.1796,-0.0869,0.0,2.7814,2.776,0.0283,0.1734,0.0323,0.0,1014435000000,0.0284,0.1262,8.5573,7.5872,5864000000,0.1815,0.4125,17.2724,169057407660,1.5749,17.958,-3.4512,3.5042,1.6834,-0.025,0.3174,0.0697,0.0742,-28136000000,0.0,-4.0503,-1.9795,-82.8748,0.2109,0.0259,0.0267,0.0253,0.0312,0.0329,0.4285,0.4571,135337407660,120349000000,0.2776,0.2907,-0.0128,-0.2285,0.0058,0.0081,0.2374,-5.73,0.3115,15.4256,0.3684,0.3061,1.2607,14.3761,-2.7628,2.8053,1.3476,0.0043,0.1627,41.8645,0.0056,0.0072,0.0135,0.0799,0.0925,0.0209,0.02676936111714,0.042,0.0248,-0.0335,638000.0,0.0019,295.8026,100425000000,0.0164,0.104,0.0109,0.0088,FY2024.FQ1,1
89,2.75,2024-08-02,2024-06,452.32,316163000,13.8395,13.5368,106710000000,318.0625,-0.2384,-0.1477,2.8179,2.776,0.0174,0.0858,0.0323,0.0,1032831000000,0.0229,0.0959,8.6456,7.8776,4562000000,0.3699,0.3583,13.5976,182057848160,1.706,16.1958,-2.4457,3.6354,1.8237,-0.0223,1.7987,0.0722,0.0738,6026000000,-0.1482,-0.8085,0.4733,17.9612,0.2229,0.0254,0.0267,0.0154,0.0303,0.0336,0.4362,0.4571,143006848160,130320000000,1.5024,0.239,0.0224,0.3313,0.0063,0.0081,0.319,-5.6833,1.2557,11.6721,0.3075,0.3031,1.3401,12.7218,-1.9211,2.8556,1.4325,0.0007,0.1685,37.9463,0.0067,0.0068,0.0159,0.0944,0.0922,0.0248,0.02676936111714,0.046,0.0243,-0.0336,-7851000.0,-0.0242,297.5409,99825000000,0.0122,0.0521,0.0083,0.0254,FY2024.FQ2,2
90,3.0,2024-11-04,2024-09,495.11,314191000,14.258,13.5368,107947000000,326.321,-0.3551,0.0,2.8985,2.776,0.0141,0.105,0.0413,0.0909,1085950000000,0.0254,0.1231,8.9599,8.1669,4608000000,0.0796,0.3628,13.9298,261369106010,2.4212,21.4712,-3.0005,5.1288,2.5849,-0.0244,0.5356,0.0701,0.0738,-38221000000,0.0,-0.4958,-3.0097,-115.5411,0.25,0.0241,0.0267,0.0148,0.0728,0.0756,0.4412,0.4571,155559106010,196615000000,0.4528,0.2354,0.0368,0.6955,0.0071,0.0077,0.3571,-5.2252,0.4466,12.0525,0.3139,0.3031,1.441,12.779,-1.7858,3.0525,1.5384,-0.0018,0.0746,38.3887,0.0071,0.0068,0.017,0.1011,0.0922,0.0262,0.02676936111714,0.0428,0.0243,-0.038,-1972000.0,-0.0062,305.662,101113000000,0.0083,0.0956,0.005,0.0334,FY2024.FQ3,3
91,3.0,2025-02-27,2024-12,572.62,310654000,13.7379,13.6135,108743000000,331.0289,-0.2462,0.0029,2.8079,2.778,0.0101,0.0107,0.0413,0.0,1089629000000,0.0217,0.0869,8.9316,8.4007,5755000000,0.8968,0.4149,17.519,247725693480,2.278,17.3525,-18.0953,4.6293,2.4276,0.0445,1.1806,0.0727,0.0734,46641000000,0.0039,2.7418,3.3629,141.9817,0.2179,0.0232,0.0267,0.0107,0.0661,0.07,0.4638,0.4571,177886693480,160463000000,1.0473,0.2964,-0.009,0.1822,0.0071,0.0073,0.251,2.7985,1.3322,16.003,0.379,0.3106,1.6358,12.4605,-12.9939,3.3242,1.7432,0.0157,0.2253,42.2191,0.0083,0.0068,0.0202,0.1174,0.0922,0.0304,0.02676936111714,0.0475,0.0243,-0.0366,-3537000.0,-0.0112,310.6331,102043000000,0.0045,0.0209,0.0034,0.0435,FY2024.FQ4,4
92,3.0,2025-05-02,2025-03,546.29,307629000,14.209,13.7887,109147000000,336.3543,-0.2004,0.0,2.9021,2.7947,0.0178,0.0691,0.0183,0.0,1123480000000,0.0229,0.1074,9.0384,8.5661,6153000000,0.0492,0.4085,18.9614,272374646410,2.4954,18.3022,-11.7717,5.0104,2.6597,0.0552,0.2193,0.0703,0.0725,-37584000000,0.0,-0.3357,-2.4952,-115.8212,0.1609,0.021,0.0263,0.0169,0.1367,0.1424,0.4556,0.455,168054646410,193332000000,0.1466,0.3145,0.0354,1.1069,0.0084,0.0073,0.2124,2.0454,0.0782,17.4021,0.3749,0.3107,1.5397,11.2924,-7.2631,3.0914,1.641,0.0232,0.0597,46.416,0.0086,0.0068,0.0202,0.1208,0.0922,0.0313,0.02676936111714,0.0495,0.0243,-0.0441,-3025000.0,-0.0097,315.5839,102407000000,0.0127,0.0398,0.0041,0.0485,FY2025.FQ1,1
